Levels_List_Python,AllPairsPy_Count,AllPairsPy_Time,NWisePy_Count,NWisePy_Time,TestFlows_Count,TestFlows_Time,ACTS_Count,ACTS_Time,Jenny_Count,Jenny_Time,PICT_Count,PICT_Time,QuadCA_Count,sum_levels
"[9, 30, 15, 5, 21, 28, 2, 24, 30, 8, 13, 15, 13, 10, 17, 28, 7, 25, 8, 5, 29, 4, 11, 21, 11, 13, 26, 4, 10, 18]",1264,31.784743685973808,1627,11.234383071016056,1284,13.48656187200686,1034,0.4248301269835792,1156,3.834464573999867,1150,1.255125598050654,993,460
"[5, 10, 19, 21, 16, 9, 6, 17, 12, 20, 17, 8, 22, 2, 14, 24, 4, 16, 13, 26, 13, 9, 11, 22, 5, 6, 18, 15, 24, 14]",935,22.730097930994816,1165,7.810430642042775,929,8.774958774039987,697,0.3647728629875928,821,2.5055225340183824,829,0.7655117359827273,684,418
"[20, 20, 10, 17, 27, 20, 11, 14, 20, 27, 13, 22, 15, 19, 5, 24, 9, 16, 15, 29, 20, 6, 5, 3, 28, 25, 26, 21, 2, 15]",1220,33.7959588469821,1483,12.489365995978003,1285,14.537436004029589,939,0.4297277620062232,1085,5.082757734984625,1094,1.4141296949819662,915,504
"[10, 25, 5, 21, 13, 2, 4, 8, 7, 9, 21, 23, 10, 4, 27, 7, 21, 2, 3, 26, 2, 4, 23, 21, 27, 23, 20, 27, 6, 10]",1159,29.195311193005185,1467,9.933237574005034,1165,11.2525879079476,912,0.3979095239774324,975,2.730091071978677,996,0.8920693469699472,848,411
"[25, 17, 18, 26, 30, 28, 5, 20, 6, 16, 22, 18, 22, 14, 14, 27, 27, 10, 24, 27, 17, 24, 6, 25, 17, 15, 15, 19, 11, 3]",1241,35.635945341025945,1496,14.821381350979207,1364,17.556491952971555,1036,0.4751156630227342,1145,6.76818091905443,1157,1.7607865519821644,970,548
"[7, 9, 26, 11, 12, 10, 20, 4, 23, 13, 23, 30, 22, 29, 26, 27, 22, 12, 11, 27, 8, 23, 13, 27, 22, 5, 20, 13, 28, 28]",1413,47.89480932796141,1896,21.839821524976287,1500,19.89106831100071,1121,0.5133891869918443,1197,7.24706696299836,1259,1.95290961797582,1039,551
"[19, 2, 17, 22, 30, 29, 15, 30, 30, 18, 22, 8, 8, 21, 18, 12, 5, 19, 4, 23, 26, 13, 3, 26, 4, 11, 30, 5, 9, 28]",1421,38.43100705399411,1912,22.02002195996465,1466,16.665545042953454,1123,0.4490732919657603,1237,5.637871872982942,1246,1.6162941030343063,1069,507
"[21, 2, 23, 3, 22, 2, 23, 6, 30, 24, 2, 9, 28, 8, 30, 9, 21, 19, 14, 18, 2, 13, 2, 25, 20, 21, 30, 22, 10, 26]",1370,41.13314382900717,1792,20.664982663001865,1342,16.00025009404635,1042,0.4365159370354377,1194,4.900688375986647,1169,1.413787417986896,1005,485
"[25, 27, 9, 10, 4, 30, 29, 16, 16, 14, 19, 19, 11, 18, 13, 17, 6, 3, 30, 21, 9, 14, 8, 24, 2, 29, 20, 22, 30, 11]",1429,42.67709804797778,1515,17.47267389501212,1389,15.96035462996224,1077,0.42588821798563,1213,5.368277734029107,1184,1.5313296270323915,1043,506
"[14, 16, 4, 24, 27, 9, 22, 8, 14, 22, 14, 15, 5, 17, 14, 18, 19, 13, 16, 23, 20, 19, 8, 13, 18, 9, 4, 24, 3, 14]",971,23.52681000402663,1161,8.134950320003554,988,9.522381437011065,728,0.3925420469604432,850,3.1722504489589483,810,0.8612960739992559,713,446
"[5, 29, 18, 9, 3, 21, 23, 17, 13, 20, 28, 2, 20, 27, 20, 18, 21, 24, 11, 2, 25, 20, 2, 16, 15, 3, 18, 14, 4, 5]",1083,24.48979955399409,1429,12.12515787500888,1108,11.232570607971866,873,0.4098732699640095,1033,3.634130524995271,1001,1.0795922660036013,859,453
"[7, 14, 5, 30, 2, 13, 8, 7, 17, 21, 27, 24, 14, 30, 29, 19, 19, 26, 6, 15, 18, 23, 19, 23, 30, 14, 4, 25, 23, 24]",1404,47.27854523999849,1812,22.07697062002262,1433,19.238130028010342,1096,0.4518886340083554,1229,6.636894005001523,1200,1.7592213280149736,1038,536
"[22, 7, 19, 13, 14, 11, 18, 14, 5, 19, 4, 11, 16, 23, 6, 11, 28, 9, 27, 17, 23, 8, 25, 29, 8, 14, 20, 19, 29, 15]",1275,39.17555663501844,1569,13.048534989007749,1238,14.320894554955885,902,0.3991947099566459,1077,4.380986402975395,1088,1.3074206580058672,914,484
"[3, 3, 17, 30, 11, 2, 13, 15, 6, 19, 28, 17, 24, 9, 22, 4, 23, 20, 3, 26, 13, 29, 9, 12, 19, 5, 27, 26, 12, 12]",1230,33.987976753967814,1654,14.871808732044885,1285,14.03941379103344,968,0.4408809539745562,1103,3.8884343820391214,1121,1.212449220009148,942,459
"[25, 14, 25, 30, 28, 25, 15, 6, 8, 14, 9, 13, 24, 12, 6, 10, 15, 3, 5, 22, 20, 10, 22, 13, 8, 23, 29, 21, 15, 16]",1295,38.385329369979445,1412,12.650517252041029,1252,13.987131325993689,969,0.4190673539997078,1097,4.439134959015064,1038,1.2566058830125255,927,486
